Record_ID,Equipment_ID,Equipment_Type,Site,Month,Day_of_Week,Weather,Rental_Days,Engine_Hours,Idle_Hours,Current_Rentals,Available_Equipment,Previous_Demand,Predicted_Demand
12115,EQX1115,Backhoe Loader,Jaipur Smart City,June,Saturday,Sunny,14,118,49,100,17,101,121
12116,EQX1116,Bulldozer,Jaipur Smart City,July,Wednesday,Stormy,16,185,4,68,26,70,84
12117,EQX1117,Crane,Ahmedabad SEZ,February,Thursday,Cloudy,23,142,14,116,20,126,136
12118,EQX1118,Crane,Goa Port,September,Saturday,Cloudy,26,251,0,19,27,24,30
12119,EQX1119,Bulldozer,Coimbatore Plant,April,Friday,Hot,26,298,13,24,59,20,24
12120,EQX1120,Bulldozer,Jaipur Smart City,June,Saturday,Sunny,7,67,53,38,56,40,52
12121,EQX1121,Excavator,Bhopal Quarry,September,Saturday,Sunny,15,180,0,56,41,43,57
12122,EQX1122,Backhoe Loader,Lucknow Expressway,April,Thursday,Hot,26,171,0,77,28,79,90
12123,EQX1123,Dump Truck,Mysuru Township,December,Sunday,Sunny,3,53,64,42,18,33,39
12124,EQX1124,Dump Truck,Vizag Port,July,Saturday,Stormy,15,139,50,54,20,69,80
12125,EQX1125,Excavator,Delhi NCR,November,Tuesday,Foggy,27,194,3,44,41,53,55
12126,EQX1126,Roller,Delhi NCR,September,Saturday,Cloudy,5,43,6,18,37,24,29
12127,EQX1127,Wheel Loader,Lucknow Expressway,March,Friday,Cloudy,5,67,38,53,53,43,44
12128,EQX1128,Backhoe Loader,Kochi Harbor,January,Wednesday,Cloudy,15,156,21,67,21,71,76
12129,EQX1129,Roller,Kolkata Dock,June,Friday,Sunny,19,215,0,11,29,21,33
12130,EQX1130,Crane,Kochi Harbor,September,Friday,Sunny,24,302,0,114,58,105,124
12131,EQX1131,Bulldozer,Goa Port,February,Wednesday,Sunny,10,99,11,30,16,28,34
12132,EQX1132,Crane,Goa Port,December,Saturday,Sunny,4,39,28,20,15,6,11
12133,EQX1133,Bulldozer,Coimbatore Plant,July,Monday,Stormy,11,80,17,86,38,77,92
12134,EQX1134,Wheel Loader,Pune Highway,July,Sunday,Stormy,24,299,30,23,15,35,44
12135,EQX1135,Dump Truck,Bhopal Quarry,January,Tuesday,Cloudy,22,264,5,31,29,34,35
12136,EQX1136,Grader,Mysuru Township,November,Saturday,Cloudy,24,206,0,74,58,83,87
12137,EQX1137,Roller,Pune Highway,June,Tuesday,Rainy,21,227,22,10,59,6,10
12138,EQX1138,Crane,Coimbatore Plant,May,Saturday,Hot,12,102,39,27,60,35,40
12139,EQX1139,Grader,Mysuru Township,September,Monday,Cloudy,7,74,3,38,8,50,59
12140,EQX1140,Crane,Bhopal Quarry,December,Thursday,Cloudy,6,56,16,79,4,88,95
12141,EQX1141,Backhoe Loader,Goa Port,April,Saturday,Sunny,24,289,0,106,27,101,120
12142,EQX1142,Roller,Pune Highway,March,Wednesday,Sunny,19,151,0,100,2,87,101
12143,EQX1143,Excavator,Nagpur Mine,November,Sunday,Foggy,3,43,8,48,3,46,50
12144,EQX1144,Backhoe Loader,Kochi Harbor,December,Wednesday,Cloudy,29,225,0,44,39,52,54
12145,EQX1145,Bulldozer,Coimbatore Plant,March,Saturday,Cloudy,30,223,23,104,38,110,117
12146,EQX1146,Bulldozer,Coimbatore Plant,October,Friday,Cloudy,28,260,0,47,43,53,55
12147,EQX1147,Grader,Surat Industrial,September,Saturday,Cloudy,11,111,0,117,58,129,143
12148,EQX1148,Wheel Loader,Bhopal Quarry,May,Thursday,Sunny,4,49,47,85,33,71,88
12149,EQX1149,Grader,Patna Bridge,August,Sunday,Rainy,25,290,14,88,20,74,90
12150,EQX1150,Bulldozer,Surat Industrial,March,Wednesday,Sunny,3,30,0,91,29,86,98
12151,EQX1151,Backhoe Loader,Ahmedabad SEZ,January,Monday,Cloudy,19,248,16,24,48,14,13
12152,EQX1152,Bulldozer,Hyderabad Ring Road,April,Monday,Hot,1,27,61,8,35,9,11
12153,EQX1153,Grader,Surat Industrial,April,Thursday,Cloudy,6,93,31,51,10,64,72
12154,EQX1154,Roller,Ahmedabad SEZ,February,Monday,Sunny,21,168,45,68,10,69,78
12155,EQX1155,Excavator,Delhi NCR,September,Saturday,Sunny,19,251,5,42,47,56,68
12156,EQX1156,Backhoe Loader,Coimbatore Plant,December,Sunday,Foggy,20,238,0,30,14,43,45
12157,EQX1157,Crane,Nagpur Mine,April,Tuesday,Hot,8,93,3,109,4,116,131
12158,EQX1158,Grader,Surat Industrial,March,Tuesday,Cloudy,25,216,1,56,35,49,52
12159,EQX1159,Dump Truck,Jaipur Smart City,February,Sunday,Cloudy,2,38,7,21,38,14,13
12160,EQX1160,Crane,Kolkata Dock,February,Sunday,Sunny,11,80,50,107,43,120,132
12161,EQX1161,Crane,Vizag Port,August,Saturday,Cloudy,26,297,0,47,29,43,56
12162,EQX1162,Roller,Vizag Port,February,Tuesday,Sunny,6,83,6,6,33,5,8
12163,EQX1163,Roller,Mumbai Port,August,Tuesday,Rainy,7,72,10,27,49,37,45
12164,EQX1164,Backhoe Loader,Bhopal Quarry,July,Monday,Rainy,4,65,11,110,8,95,116
12165,EQX1165,Dump Truck,Mysuru Township,February,Saturday,Cloudy,3,27,58,83,25,91,96
12166,EQX1166,Wheel Loader,Kochi Harbor,December,Friday,Foggy,15,180,1,97,35,105,112
12167,EQX1167,Dump Truck,Patna Bridge,August,Saturday,Cloudy,16,188,44,51,51,37,48
12168,EQX1168,Crane,Lucknow Expressway,July,Wednesday,Stormy,23,181,24,118,10,118,137
12169,EQX1169,Crane,Ahmedabad SEZ,January,Tuesday,Sunny,7,87,18,119,13,113,128
12170,EQX1170,Backhoe Loader,Pune Highway,June,Monday,Cloudy,4,60,20,65,43,79,90
12171,EQX1171,Wheel Loader,Nagpur Mine,October,Wednesday,Cloudy,29,364,0,27,60,32,31
12172,EQX1172,Grader,Indore Logistics,April,Thursday,Hot,19,131,1,17,6,7,13
12173,EQX1173,Grader,Mysuru Township,October,Thursday,Sunny,9,63,39,102,11,101,114
12174,EQX1174,Excavator,Jaipur Smart City,March,Sunday,Sunny,7,77,43,99,27,114,126
12175,EQX1175,Wheel Loader,Bhopal Quarry,September,Tuesday,Cloudy,15,152,45,120,3,130,146
12176,EQX1176,Bulldozer,Hyderabad Ring Road,May,Thursday,Hot,17,205,0,59,36,57,68
12177,EQX1177,Roller,Mumbai Port,August,Tuesday,Rainy,5,82,40,120,60,117,133
12178,EQX1178,Grader,Mysuru Township,December,Monday,Cloudy,26,189,36,13,43,26,24
12179,EQX1179,Roller,Patna Bridge,January,Sunday,Sunny,21,274,16,81,12,93,105
12180,EQX1180,Crane,Mysuru Township,September,Monday,Cloudy,4,40,58,34,58,23,27
12181,EQX1181,Excavator,Indore Logistics,November,Saturday,Foggy,3,40,65,120,44,114,121
12182,EQX1182,Roller,Surat Industrial,July,Wednesday,Rainy,3,61,17,39,47,24,36
12183,EQX1183,Roller,Ahmedabad SEZ,September,Saturday,Rainy,1,18,59,44,12,35,42
12184,EQX1184,Excavator,Nagpur Mine,July,Friday,Stormy,27,345,25,33,60,41,49
12185,EQX1185,Roller,Patna Bridge,January,Wednesday,Cloudy,29,279,14,24,51,29,28
12186,EQX1186,Crane,Jaipur Smart City,March,Tuesday,Sunny,28,219,30,70,25,58,67
12187,EQX1187,Crane,Bengaluru Airport,October,Tuesday,Sunny,24,219,0,81,42,81,92
12188,EQX1188,Backhoe Loader,Mumbai Port,February,Saturday,Cloudy,13,107,0,48,15,54,58
12189,EQX1189,Grader,Goa Port,May,Wednesday,Sunny,2,21,49,85,2,85,103
12190,EQX1190,Dump Truck,Kochi Harbor,February,Wednesday,Cloudy,14,98,39,95,30,81,87
12191,EQX1191,Wheel Loader,Delhi NCR,October,Sunday,Sunny,30,235,7,106,46,113,126
12192,EQX1192,Roller,Lucknow Expressway,August,Friday,Cloudy,17,127,42,79,38,73,87
12193,EQX1193,Crane,Jaipur Smart City,May,Tuesday,Hot,29,315,29,95,41,104,117
12194,EQX1194,Crane,Jaipur Smart City,April,Friday,Sunny,3,35,14,106,19,105,124
12195,EQX1195,Dump Truck,Goa Port,May,Monday,Hot,13,121,13,66,35,53,64
12196,EQX1196,Backhoe Loader,Hyderabad Ring Road,February,Tuesday,Sunny,12,88,23,11,26,25,29
12197,EQX1197,Crane,Goa Port,December,Friday,Sunny,16,183,37,98,37,97,108
12198,EQX1198,Roller,Kolkata Dock,September,Monday,Sunny,8,99,33,48,56,48,60
12199,EQX1199,Crane,Delhi NCR,October,Monday,Sunny,20,140,4,58,31,56,65
12200,EQX1200,Dump Truck,Surat Industrial,September,Saturday,Cloudy,18,221,21,8,14,5,10
12201,EQX1201,Wheel Loader,Patna Bridge,May,Friday,Hot,4,40,53,33,45,19,25
12202,EQX1202,Wheel Loader,Coimbatore Plant,November,Wednesday,Sunny,21,150,30,116,33,103,117
12203,EQX1203,Crane,Mumbai Port,March,Monday,Cloudy,5,68,8,83,59,76,81
12204,EQX1204,Bulldozer,Mumbai Port,December,Wednesday,Sunny,14,106,51,94,15,88,100
12205,EQX1205,Grader,Surat Industrial,August,Saturday,Rainy,5,63,26,92,17,89,105
12206,EQX1206,Crane,Mumbai Port,April,Wednesday,Sunny,20,141,0,81,51,78,93
12207,EQX1207,Bulldozer,Coimbatore Plant,May,Monday,Hot,4,47,25,54,54,44,52
12208,EQX1208,Roller,Goa Port,October,Monday,Cloudy,12,116,38,34,38,43,43
12209,EQX1209,Wheel Loader,Jaipur Smart City,November,Tuesday,Sunny,17,132,15,47,53,58,64
12210,EQX1210,Backhoe Loader,Lucknow Expressway,January,Saturday,Sunny,16,198,29,67,15,75,85
12211,EQX1211,Dump Truck,Vizag Port,October,Saturday,Cloudy,15,104,28,13,22,5,4
12212,EQX1212,Dump Truck,Mysuru Township,January,Thursday,Cloudy,17,139,13,72,2,71,77
12213,EQX1213,Wheel Loader,Nagpur Mine,June,Sunday,Sunny,24,236,36,66,54,73,88
12214,EQX1214,Crane,Bengaluru Airport,August,Sunday,Cloudy,26,315,40,76,28,82,96
12215,EQX1215,Dump Truck,Surat Industrial,September,Friday,Cloudy,11,77,0,120,43,116,131
12216,EQX1216,Wheel Loader,Mysuru Township,June,Sunday,Rainy,26,293,33,109,58,118,132
12217,EQX1217,Bulldozer,Indore Logistics,February,Wednesday,Cloudy,29,274,25,71,55,65,68
12218,EQX1218,Backhoe Loader,Coimbatore Plant,November,Wednesday,Foggy,16,148,7,15,18,8,8
12219,EQX1219,Wheel Loader,Jaipur Smart City,September,Tuesday,Rainy,16,149,0,54,56,69,76
12220,EQX1220,Crane,Pune Highway,May,Friday,Hot,27,207,0,21,36,25,32
12221,EQX1221,Bulldozer,Coimbatore Plant,May,Monday,Hot,20,148,41,17,39,14,19
12222,EQX1222,Backhoe Loader,Surat Industrial,February,Monday,Cloudy,17,196,0,47,6,46,50
12223,EQX1223,Excavator,Patna Bridge,January,Wednesday,Foggy,25,247,0,59,34,54,58
12224,EQX1224,Excavator,Jaipur Smart City,September,Thursday,Rainy,3,36,11,98,47,96,108
12225,EQX1225,Grader,Hyderabad Ring Road,March,Friday,Sunny,30,283,13,42,35,41,48
12226,EQX1226,Roller,Ahmedabad SEZ,November,Wednesday,Cloudy,11,149,0,87,51,97,103
12227,EQX1227,Roller,Jaipur Smart City,July,Saturday,Cloudy,20,154,0,118,58,128,148
12228,EQX1228,Crane,Coimbatore Plant,July,Saturday,Rainy,11,102,0,62,50,75,89
12229,EQX1229,Crane,Lucknow Expressway,October,Thursday,Sunny,5,70,54,73,39,58,66
12230,EQX1230,Roller,Lucknow Expressway,November,Saturday,Sunny,27,290,15,71,11,82,93
12231,EQX1231,Bulldozer,Bengaluru Airport,May,Monday,Sunny,17,200,32,77,16,71,88
12232,EQX1232,Dump Truck,Indore Logistics,May,Friday,Sunny,19,189,2,50,57,38,52
12233,EQX1233,Roller,Indore Logistics,December,Sunday,Sunny,18,167,0,110,23,123,137
12234,EQX1234,Bulldozer,Jaipur Smart City,May,Tuesday,Hot,11,146,20,66,18,60,72
12235,EQX1235,Dump Truck,Delhi NCR,June,Monday,Rainy,4,72,0,17,52,28,34
12236,EQX1236,Bulldozer,Bhopal Quarry,January,Monday,Sunny,26,169,2,15,16,5,10
12237,EQX1237,Wheel Loader,Indore Logistics,June,Saturday,Cloudy,15,137,0,96,16,88,104
12238,EQX1238,Grader,Vizag Port,January,Saturday,Foggy,18,162,11,78,26,91,97
12239,EQX1239,Roller,Vizag Port,April,Thursday,Sunny,13,121,0,52,11,48,62
12240,EQX1240,Grader,Lucknow Expressway,March,Thursday,Cloudy,3,31,59,23,34,9,7
12241,EQX1241,Bulldozer,Pune Highway,June,Sunday,Sunny,13,143,40,19,45,33,44
12242,EQX1242,Grader,Kolkata Dock,September,Monday,Rainy,26,309,0,25,38,19,24
12243,EQX1243,Roller,Nagpur Mine,March,Monday,Sunny,30,361,4,24,25,31,37
12244,EQX1244,Backhoe Loader,Nagpur Mine,October,Tuesday,Cloudy,14,122,20,78,31,73,78
12245,EQX1245,Crane,Jaipur Smart City,April,Saturday,Hot,19,156,28,28,56,41,45
12246,EQX1246,Crane,Goa Port,July,Monday,Rainy,17,151,0,67,43,54,69
12247,EQX1247,Dump Truck,Delhi NCR,July,Monday,Rainy,14,166,0,75,44,80,96
12248,EQX1248,Crane,Mysuru Township,February,Monday,Cloudy,30,255,0,75,18,88,94
12249,EQX1249,Grader,Goa Port,October,Friday,Cloudy,12,121,14,7,3,5,5
12250,EQX1250,Wheel Loader,Indore Logistics,July,Wednesday,Rainy,29,261,0,48,34,52,66
12251,EQX1251,Crane,Surat Industrial,June,Friday,Rainy,1,12,9,64,47,74,84
12252,EQX1252,Backhoe Loader,Goa Port,October,Wednesday,Sunny,6,47,64,62,59,50,56
12253,EQX1253,Crane,Bhopal Quarry,June,Monday,Cloudy,4,46,64,43,44,42,50
12254,EQX1254,Bulldozer,Goa Port,October,Saturday,Cloudy,26,263,0,9,39,5,3
12255,EQX1255,Excavator,Delhi NCR,November,Sunday,Cloudy,8,73,40,14,54,18,15
12256,EQX1256,Dump Truck,Coimbatore Plant,September,Thursday,Rainy,18,203,0,63,20,63,73
12257,EQX1257,Wheel Loader,Ahmedabad SEZ,December,Friday,Sunny,15,193,0,19,45,19,23
12258,EQX1258,Roller,Indore Logistics,February,Thursday,Cloudy,14,141,0,50,58,60,62
12259,EQX1259,Bulldozer,Pune Highway,September,Sunday,Rainy,18,220,0,20,30,22,27
12260,EQX1260,Wheel Loader,Kochi Harbor,August,Saturday,Cloudy,16,137,24,80,26,67,82
12261,EQX1261,Excavator,Bhopal Quarry,March,Wednesday,Sunny,30,307,8,95,29,95,107
12262,EQX1262,Crane,Hyderabad Ring Road,February,Tuesday,Cloudy,7,70,46,118,12,105,114
12263,EQX1263,Dump Truck,Patna Bridge,October,Sunday,Cloudy,7,45,55,66,52,57,59
12264,EQX1264,Crane,Surat Industrial,June,Friday,Cloudy,8,90,18,37,32,44,53
12265,EQX1265,Backhoe Loader,Delhi NCR,May,Monday,Sunny,7,62,51,10,12,7,17
12266,EQX1266,Wheel Loader,Hyderabad Ring Road,August,Tuesday,Cloudy,2,31,39,28,14,33,43
12267,EQX1267,Bulldozer,Bhopal Quarry,October,Monday,Sunny,23,179,36,5,9,19,22
12268,EQX1268,Wheel Loader,Goa Port,November,Thursday,Sunny,19,169,0,35,32,26,32
12269,EQX1269,Bulldozer,Kochi Harbor,January,Monday,Sunny,2,31,52,23,11,21,26
12270,EQX1270,Bulldozer,Lucknow Expressway,December,Thursday,Cloudy,23,271,47,51,8,52,55
12271,EQX1271,Dump Truck,Bhopal Quarry,July,Saturday,Stormy,10,120,32,19,15,12,21
12272,EQX1272,Crane,Indore Logistics,October,Thursday,Sunny,26,332,2,22,15,21,27
12273,EQX1273,Roller,Kochi Harbor,November,Thursday,Foggy,27,194,24,73,37,82,86
12274,EQX1274,Grader,Ahmedabad SEZ,February,Wednesday,Cloudy,4,46,0,54,48,64,67
12275,EQX1275,Excavator,Kochi Harbor,November,Friday,Foggy,29,214,29,26,45,23,22
12276,EQX1276,Roller,Jaipur Smart City,August,Friday,Cloudy,11,109,53,105,55,108,124
12277,EQX1277,Roller,Delhi NCR,January,Sunday,Sunny,12,114,20,75,15,74,85
12278,EQX1278,Crane,Delhi NCR,March,Sunday,Sunny,14,162,43,99,7,98,111
12279,EQX1279,Backhoe Loader,Mumbai Port,June,Thursday,Rainy,8,106,54,93,7,93,107
12280,EQX1280,Grader,Patna Bridge,July,Sunday,Stormy,4,45,44,28,13,41,50
12281,EQX1281,Excavator,Surat Industrial,June,Friday,Sunny,27,348,0,50,40,53,69
12282,EQX1282,Excavator,Bhopal Quarry,November,Saturday,Sunny,12,148,16,99,55,85,96
12283,EQX1283,Wheel Loader,Patna Bridge,November,Sunday,Foggy,7,86,5,8,11,5,5
12284,EQX1284,Backhoe Loader,Bhopal Quarry,April,Sunday,Sunny,20,231,48,105,11,112,130
12285,EQX1285,Crane,Coimbatore Plant,March,Sunday,Sunny,25,268,0,99,57,87,99
12286,EQX1286,Backhoe Loader,Vizag Port,January,Tuesday,Sunny,27,220,0,68,19,79,89
12287,EQX1287,Backhoe Loader,Kochi Harbor,July,Wednesday,Stormy,21,142,30,98,35,112,128
12288,EQX1288,Grader,Delhi NCR,June,Tuesday,Cloudy,15,183,44,101,50,115,129
12289,EQX1289,Excavator,Kochi Harbor,June,Thursday,Rainy,11,132,41,49,27,51,60
12290,EQX1290,Crane,Vizag Port,February,Sunday,Sunny,25,297,12,61,12,53,63
12291,EQX1291,Grader,Kochi Harbor,April,Friday,Cloudy,27,257,27,78,16,81,92
12292,EQX1292,Excavator,Vizag Port,July,Sunday,Cloudy,3,25,43,47,6,59,74
12293,EQX1293,Dump Truck,Pune Highway,January,Wednesday,Cloudy,12,141,15,13,26,26,25
12294,EQX1294,Wheel Loader,Kochi Harbor,December,Monday,Foggy,2,31,1,65,40,79,83
12295,EQX1295,Excavator,Mysuru Township,September,Tuesday,Sunny,23,207,0,46,33,36,49
12296,EQX1296,Bulldozer,Patna Bridge,October,Tuesday,Cloudy,7,73,0,26,9,11,13
12297,EQX1297,Crane,Goa Port,February,Friday,Cloudy,6,95,23,65,40,53,56
12298,EQX1298,Crane,Surat Industrial,September,Tuesday,Rainy,15,158,8,103,32,117,130
12299,EQX1299,Bulldozer,Patna Bridge,November,Thursday,Cloudy,17,208,26,114,4,128,138
12300,EQX1300,Crane,Chennai Metro,April,Sunday,Sunny,22,288,46,15,22,26,35
12301,EQX1301,Wheel Loader,Delhi NCR,November,Wednesday,Cloudy,9,57,16,97,16,109,117
12302,EQX1302,Dump Truck,Lucknow Expressway,May,Saturday,Hot,7,97,40,25,47,11,16
12303,EQX1303,Crane,Mysuru Township,December,Monday,Sunny,2,17,32,90,23,91,102
12304,EQX1304,Backhoe Loader,Mysuru Township,August,Monday,Rainy,6,89,63,117,39,108,124
12305,EQX1305,Crane,Kolkata Dock,October,Tuesday,Cloudy,11,121,0,21,6,30,31
12306,EQX1306,Roller,Kochi Harbor,November,Wednesday,Foggy,27,214,0,110,12,106,116
12307,EQX1307,Grader,Mumbai Port,January,Sunday,Sunny,3,24,60,69,4,56,65
12308,EQX1308,Crane,Ahmedabad SEZ,July,Friday,Rainy,24,296,0,31,7,37,50
12309,EQX1309,Backhoe Loader,Bengaluru Airport,September,Wednesday,Sunny,7,65,11,20,58,28,37
12310,EQX1310,Grader,Kochi Harbor,August,Wednesday,Cloudy,3,34,33,59,36,72,85
12311,EQX1311,Grader,Ahmedabad SEZ,June,Wednesday,Rainy,18,149,0,7,57,9,13
12312,EQX1312,Roller,Nagpur Mine,June,Sunday,Cloudy,21,236,3,27,21,35,44
12313,EQX1313,Crane,Nagpur Mine,May,Sunday,Hot,3,58,7,31,53,26,33
12314,EQX1314,Backhoe Loader,Jaipur Smart City,June,Sunday,Sunny,6,56,12,56,9,58,75
12315,EQX1315,Wheel Loader,Kochi Harbor,March,Friday,Cloudy,19,234,26,77,39,82,86
12316,EQX1316,Crane,Hyderabad Ring Road,February,Tuesday,Sunny,15,137,0,40,29,39,46
12317,EQX1317,Roller,Bhopal Quarry,June,Friday,Sunny,20,155,2,96,49,84,104
12318,EQX1318,Dump Truck,Mumbai Port,December,Saturday,Foggy,12,131,0,69,19,76,81
12319,EQX1319,Wheel Loader,Surat Industrial,July,Monday,Stormy,13,142,0,19,32,13,22
12320,EQX1320,Roller,Coimbatore Plant,July,Saturday,Stormy,5,43,48,21,38,29,36
12321,EQX1321,Dump Truck,Lucknow Expressway,October,Saturday,Sunny,4,67,29,29,3,33,39
12322,EQX1322,Bulldozer,Kochi Harbor,August,Monday,Cloudy,30,322,23,119,47,104,122
12323,EQX1323,Wheel Loader,Surat Industrial,October,Saturday,Sunny,4,53,50,18,4,16,21
12324,EQX1324,Backhoe Loader,Jaipur Smart City,October,Tuesday,Cloudy,9,67,63,28,53,43,41
12325,EQX1325,Bulldozer,Nagpur Mine,March,Friday,Sunny,5,58,31,96,5,111,124
12326,EQX1326,Excavator,Jaipur Smart City,February,Monday,Cloudy,29,296,38,109,15,107,116
12327,EQX1327,Grader,Pune Highway,December,Monday,Cloudy,8,70,28,85,45,86,91
12328,EQX1328,Dump Truck,Chennai Metro,April,Wednesday,Cloudy,10,133,18,66,21,65,75
12329,EQX1329,Wheel Loader,Lucknow Expressway,May,Monday,Sunny,16,144,31,38,5,47,61
12330,EQX1330,Crane,Kolkata Dock,January,Sunday,Sunny,8,88,16,104,14,105,119
12331,EQX1331,Backhoe Loader,Mysuru Township,February,Wednesday,Cloudy,11,105,51,75,5,74,79
12332,EQX1332,Crane,Patna Bridge,February,Tuesday,Cloudy,18,183,24,103,44,102,109
12333,EQX1333,Bulldozer,Pune Highway,August,Friday,Cloudy,10,103,8,17,12,7,17
12334,EQX1334,Roller,Hyderabad Ring Road,July,Saturday,Stormy,14,97,38,12,7,24,32
12335,EQX1335,Wheel Loader,Ahmedabad SEZ,January,Tuesday,Cloudy,8,72,16,11,19,12,11
12336,EQX1336,Bulldozer,Mumbai Port,January,Saturday,Sunny,13,172,0,73,38,63,73
12337,EQX1337,Dump Truck,Kolkata Dock,November,Thursday,Cloudy,27,261,0,88,54,101,107
12338,EQX1338,Excavator,Vizag Port,April,Monday,Cloudy,1,29,10,48,53,38,44
12339,EQX1339,Crane,Ahmedabad SEZ,October,Wednesday,Cloudy,9,82,9,35,35,30,31
12340,EQX1340,Wheel Loader,Coimbatore Plant,March,Monday,Sunny,17,161,16,95,44,105,116
12341,EQX1341,Backhoe Loader,Mysuru Township,February,Saturday,Sunny,24,204,31,78,23,88,98
12342,EQX1342,Excavator,Pune Highway,September,Monday,Rainy,18,164,10,114,26,121,135
12343,EQX1343,Roller,Kochi Harbor,May,Wednesday,Sunny,2,26,14,61,21,52,68
12344,EQX1344,Excavator,Jaipur Smart City,September,Tuesday,Cloudy,1,30,28,101,3,103,118
12345,EQX1345,Excavator,Bengaluru Airport,January,Wednesday,Foggy,20,225,23,109,29,98,106
12346,EQX1346,Backhoe Loader,Lucknow Expressway,May,Wednesday,Hot,27,222,0,84,4,80,95
12347,EQX1347,Bulldozer,Kolkata Dock,September,Wednesday,Sunny,8,118,31,37,54,45,56
12348,EQX1348,Crane,Chennai Metro,October,Monday,Sunny,15,120,20,78,24,81,92
12349,EQX1349,Roller,Chennai Metro,October,Wednesday,Cloudy,21,219,0,14,8,23,24
12350,EQX1350,Backhoe Loader,Bengaluru Airport,November,Tuesday,Foggy,22,207,0,47,13,60,64
12351,EQX1351,Crane,Kolkata Dock,August,Monday,Rainy,19,137,11,105,3,114,133
12352,EQX1352,Excavator,Indore Logistics,December,Wednesday,Sunny,11,102,26,103,58,98,109
12353,EQX1353,Grader,Mumbai Port,August,Thursday,Cloudy,5,73,15,33,49,38,48
12354,EQX1354,Bulldozer,Lucknow Expressway,March,Friday,Cloudy,4,63,26,60,41,56,59
12355,EQX1355,Backhoe Loader,Delhi NCR,February,Sunday,Cloudy,11,123,50,111,39,107,114
12356,EQX1356,Roller,Hyderabad Ring Road,February,Sunday,Cloudy,2,20,6,9,11,5,5
12357,EQX1357,Backhoe Loader,Patna Bridge,September,Thursday,Rainy,8,63,27,110,36,101,114
12358,EQX1358,Dump Truck,Pune Highway,July,Tuesday,Cloudy,2,19,33,66,7,65,82
12359,EQX1359,Crane,Kochi Harbor,July,Friday,Stormy,14,169,52,112,58,120,135
12360,EQX1360,Grader,Lucknow Expressway,March,Tuesday,Sunny,29,187,34,11,39,23,26
12361,EQX1361,Crane,Indore Logistics,November,Friday,Cloudy,26,191,37,45,58,46,46
12362,EQX1362,Bulldozer,Patna Bridge,July,Tuesday,Rainy,16,118,47,118,7,119,140
12363,EQX1363,Wheel Loader,Goa Port,June,Sunday,Rainy,1,27,59,58,39,69,78
12364,EQX1364,Bulldozer,Patna Bridge,August,Sunday,Cloudy,15,180,34,52,13,64,77
12365,EQX1365,Dump Truck,Pune Highway,October,Tuesday,Cloudy,5,65,16,23,47,8,7
12366,EQX1366,Grader,Pune Highway,February,Monday,Sunny,22,200,17,69,50,83,91
12367,EQX1367,Bulldozer,Mysuru Township,August,Tuesday,Cloudy,9,93,12,68,27,74,89
12368,EQX1368,Excavator,Kolkata Dock,October,Wednesday,Cloudy,2,21,2,18,7,16,17
12369,EQX1369,Crane,Indore Logistics,September,Tuesday,Cloudy,21,250,36,110,51,111,124
12370,EQX1370,Grader,Pune Highway,October,Saturday,Cloudy,9,67,1,105,11,112,121
12371,EQX1371,Wheel Loader,Nagpur Mine,November,Monday,Sunny,23,169,0,114,47,106,120
12372,EQX1372,Wheel Loader,Bhopal Quarry,September,Monday,Sunny,15,130,0,25,26,21,33
12373,EQX1373,Excavator,Jaipur Smart City,August,Tuesday,Cloudy,2,41,27,18,10,28,38
12374,EQX1374,Crane,Lucknow Expressway,June,Monday,Sunny,26,159,33,26,28,17,30
12375,EQX1375,Dump Truck,Indore Logistics,November,Sunday,Sunny,5,42,41,87,59,83,92
12376,EQX1376,Bulldozer,Jaipur Smart City,December,Thursday,Cloudy,19,243,7,69,28,60,65
12377,EQX1377,Grader,Coimbatore Plant,December,Saturday,Sunny,14,90,57,115,27,115,128
12378,EQX1378,Grader,Kochi Harbor,June,Sunday,Rainy,30,213,40,61,55,71,80
12379,EQX1379,Excavator,Kolkata Dock,December,Sunday,Foggy,2,28,61,94,59,104,108
12380,EQX1380,Backhoe Loader,Nagpur Mine,January,Sunday,Sunny,16,151,8,100,21,99,112
12381,EQX1381,Crane,Jaipur Smart City,December,Thursday,Cloudy,23,236,3,33,6,46,48
12382,EQX1382,Roller,Mumbai Port,June,Sunday,Rainy,18,221,0,45,11,45,55
12383,EQX1383,Excavator,Bengaluru Airport,January,Thursday,Cloudy,18,176,33,94,21,86,93
12384,EQX1384,Backhoe Loader,Goa Port,December,Wednesday,Cloudy,25,316,0,45,38,58,60
12385,EQX1385,Bulldozer,Hyderabad Ring Road,October,Wednesday,Sunny,1,26,14,19,4,25,31
12386,EQX1386,Wheel Loader,Goa Port,January,Friday,Foggy,26,204,0,18,27,8,8
12387,EQX1387,Crane,Bhopal Quarry,December,Thursday,Foggy,9,89,18,7,56,15,12
12388,EQX1388,Crane,Goa Port,December,Tuesday,Foggy,26,295,38,104,23,107,115
12389,EQX1389,Wheel Loader,Kochi Harbor,February,Saturday,Sunny,15,98,8,52,60,40,46
12390,EQX1390,Crane,Bengaluru Airport,September,Tuesday,Rainy,23,244,43,61,10,67,76
12391,EQX1391,Wheel Loader,Mysuru Township,June,Saturday,Sunny,4,53,1,84,12,92,112
12392,EQX1392,Roller,Hyderabad Ring Road,June,Monday,Rainy,23,234,0,44,25,35,45
