Equipment_ID,Type,Site_ID,Engine_Hours/Day,Idle_Hours/Day,Fuel_Level (%),Distance_Covered/Day (km),Equipment_Health (%),Current_Contract_ID,Last_Operator_ID,Latitude,Longitude,Maintenance_Status,Utilization (%),Status,Expected_Site_ID,Contract_End_Status,Anomaly_Type,Anomaly_Flag
EQ02899,Backhoe Loader,S126,6.8,2.2,48,40.0,97,C3508,OP0237,12.946344,80.129871,Due Soon,77,Running,S126,Active,Normal,0
EQ02900,Skid Steer Loader,S134,10.1,0.3,84,38.3,82,C7886,OP0943,13.253614,79.968446,Good,66,Running,S134,Active,Normal,0
EQ02901,Backhoe Loader,S057,11.0,1.1,74,17.0,82,C1581,OP0353,13.300406,80.162719,Good,66,Running,S057,Active,Normal,0
EQ02902,Backhoe Loader,S053,6.6,2.0,88,35.7,98,C9737,OP0498,13.34574,79.973226,Overdue,72,Running,S053,Active,Normal,0
EQ02903,Excavator,S022,7.2,2.1,60,32.3,94,C2893,OP0014,12.80396,80.218677,Good,66,Running,S022,Active,Normal,0
EQ02904,Dump Truck,S034,10.6,2.6,47,30.4,88,C7610,OP0209,13.209445,80.207713,Due Soon,93,Running,S034,Active,Normal,0
EQ02905,Skid Steer Loader,S047,6.8,1.8,64,33.4,82,C6341,OP0137,12.917644,80.358502,Good,92,Running,S047,Active,Normal,0
EQ02906,Skid Steer Loader,S024,5.2,0.9,88,23.5,100,C5028,OP0874,13.20144,79.996064,Good,88,Running,S024,Active,Normal,0
EQ02907,Excavator,S010,7.5,1.1,68,31.5,91,C6081,OP1161,12.982899,79.980212,Due Soon,79,Running,S010,Active,Normal,0
EQ02908,Excavator,S127,8.6,2.3,93,28.2,83,C2347,OP0421,13.168369,80.371039,Good,93,Running,S127,Active,Normal,0
EQ02909,Backhoe Loader,S100,0.5,22.0,84,30.1,85,C8719,OP0817,13.052223,79.967376,Good,5,Idle,S100,Active,High Idle,1
EQ02910,Wheel Loader,S019,10.5,0.4,78,16.2,87,C6695,OP0291,12.90175,80.205354,Due Soon,94,Running,S019,Active,Normal,0
EQ02911,Motor Grader,S019,7.9,1.7,35,28.1,92,C9013,OP0632,12.885718,80.126999,Good,82,Running,S019,Active,Normal,0
EQ02912,Dump Truck,S146,10.6,1.0,62,39.3,96,C7335,OP0297,12.743899,80.266678,Good,77,Running,S146,Active,Normal,0
EQ02913,Wheel Loader,S114,9.9,2.8,52,22.6,89,C4672,OP0429,12.966288,80.039244,Good,92,Running,S114,Active,Normal,0
EQ02914,Wheel Loader,S038,7.0,0.8,73,21.5,91,C8786,OP0142,12.806788,80.00663,Good,77,Running,S038,Active,Normal,0
EQ02915,Motor Grader,S085,10.5,1.8,74,19.4,99,C3591,OP0340,13.326706,80.202187,Good,85,Running,S085,Active,Normal,0
EQ02916,Backhoe Loader,S088,8.0,2.6,90,21.8,96,C3692,OP0077,12.732079,80.075412,Good,70,Running,S088,Active,Normal,0
EQ02917,Wheel Loader,S059,6.0,0.6,81,37.9,83,C2196,OP0970,12.916959,80.219436,Good,72,Running,S059,Active,Normal,0
EQ02918,Skid Steer Loader,S098,7.4,2.4,90,33.7,91,C7301,OP0534,13.332719,80.218657,Good,66,Running,S098,Active,Normal,0
EQ02919,Motor Grader,S045,5.6,1.6,52,14.4,88,C2891,OP0676,13.220929,80.223675,Good,91,Running,S045,Active,Normal,0
EQ02920,Excavator,S026,5.6,1.4,85,32.7,80,C2562,OP0157,13.301101,80.304631,Good,87,Running,S026,Active,Normal,0
EQ02921,Motor Grader,S006,6.3,2.1,48,38.9,89,C1043,OP0490,12.887114,80.384485,Overdue,79,Running,S006,Active,Normal,0
EQ02922,Excavator,S070,9.7,0.4,71,31.9,82,C6534,OP0236,12.988485,79.968016,Good,97,Running,S070,Active,Normal,0
EQ02923,Excavator,S048,6.4,1.9,65,25.8,98,C2484,OP0236,12.938753,80.039291,Good,91,Running,S048,Active,Normal,0
EQ02924,Bulldozer,S121,6.4,0.3,94,15.4,84,C9141,OP0322,13.086744,79.95369,Good,94,Running,S121,Active,Normal,0
EQ02925,Bulldozer,S109,10.9,1.9,88,33.3,80,C1603,OP1156,12.760563,80.376534,Good,83,Running,S109,Active,Normal,0
EQ02926,Skid Steer Loader,S027,10.3,1.1,60,19.5,99,C2869,OP0278,13.127398,80.381157,Good,90,Running,S027,Active,Normal,0
EQ02927,Skid Steer Loader,S011,6.9,2.9,40,38.0,97,C5257,OP1177,13.323768,79.959645,Good,96,Running,S011,Active,Normal,0
EQ02928,Wheel Loader,S016,9.9,0.9,83,39.8,83,C7931,OP0808,12.944514,80.037614,Due Soon,87,Running,S016,Active,Normal,0
EQ02929,Dump Truck,S111,9.5,0.9,58,31.2,95,C8271,OP0660,13.312024,80.159507,Good,91,Running,S111,Active,Normal,0
EQ02930,Skid Steer Loader,S040,8.9,1.0,64,18.2,88,C5134,OP0594,13.082014,80.044162,Due Soon,92,Running,S040,Active,Normal,0
EQ02931,Wheel Loader,S085,5.8,2.7,66,12.8,88,C2383,OP0809,12.823392,79.976961,Overdue,85,Running,S085,Active,Normal,0
EQ02932,Skid Steer Loader,S004,5.9,2.5,49,34.5,90,C7510,OP0254,13.243545,80.022564,Good,84,Running,S004,Active,Normal,0
EQ02933,Backhoe Loader,S090,5.2,2.8,81,30.3,90,C9430,OP0691,13.06999,80.190928,Good,87,Running,S090,Active,Normal,0
EQ02934,Dump Truck,S057,8.8,1.1,89,16.4,99,C1771,OP0811,12.783733,79.964933,Good,69,Running,S057,Active,Normal,0
EQ02935,Backhoe Loader,S097,10.8,1.6,57,33.1,100,C5311,OP0243,12.805981,80.111684,Due Soon,93,Running,S097,Active,Normal,0
EQ02936,Motor Grader,S101,9.1,0.1,43,12.3,90,C3073,OP0450,12.998934,80.23681,Good,71,Running,S101,Active,Normal,0
EQ02937,Bulldozer,S059,6.6,1.1,80,17.3,95,C7987,OP0485,13.303908,80.174868,Good,67,Running,S059,Active,Normal,0
EQ02938,Excavator,S111,9.7,0.8,56,21.1,80,C4073,OP0163,12.90324,80.251014,Due Soon,80,Running,S111,Active,Normal,0
EQ02939,Wheel Loader,S008,8.2,1.4,70,26.1,89,C9094,OP0699,13.153214,80.238026,Due Soon,91,Running,S008,Active,Normal,0
EQ02940,Motor Grader,S074,6.8,0.5,63,23.5,86,C3681,OP1049,12.757272,80.258564,Good,84,Running,S074,Active,Normal,0
EQ02941,Backhoe Loader,S036,6.0,0.7,44,28.1,98,C9404,OP0792,13.254168,80.001728,Good,98,Running,S036,Active,Normal,0
EQ02942,Dump Truck,S061,6.3,1.8,66,12.5,97,C7369,OP1036,12.956422,80.108682,Good,76,Running,S061,Active,Normal,0
EQ02943,Motor Grader,S006,8.6,1.2,49,35.2,89,C3303,OP0920,13.244003,80.323344,Good,73,Running,S006,Active,Normal,0
EQ02944,Wheel Loader,S121,10.6,1.8,35,25.3,85,C9801,OP0670,12.814612,80.281983,Due Soon,65,Running,S121,Active,Normal,0
EQ02945,Skid Steer Loader,S021,8.8,0.5,74,39.9,81,C7450,OP0228,12.974274,79.952677,Good,76,Running,S021,Active,Normal,0
EQ02946,Motor Grader,S030,5.7,1.0,68,18.7,83,C1531,OP0890,12.791533,80.247817,Good,66,Running,S030,Active,Normal,0
EQ02947,Wheel Loader,S140,5.0,2.0,66,35.2,93,C6826,OP0907,13.153803,80.114932,Good,84,Running,S140,Active,Normal,0
EQ02948,Dump Truck,S136,7.2,1.6,37,13.0,93,C8367,OP0224,12.998872,80.02606,Good,77,Running,S136,Active,Normal,0
EQ02949,Wheel Loader,S039,6.9,2.9,73,24.4,99,C9079,OP0735,13.133985,80.209153,Due Soon,66,Running,S039,Active,Normal,0
EQ02950,Excavator,S095,6.0,0.2,90,27.0,89,C3275,OP0837,12.83204,80.14553,Good,75,Running,S095,Active,Normal,0
EQ02951,Bulldozer,S083,6.2,2.1,83,26.9,80,C3572,OP1155,12.975915,80.060893,Good,65,Running,S083,Active,Normal,0
EQ02952,Excavator,S039,10.0,2.4,70,28.0,91,C5271,OP0601,12.754667,80.001407,Good,65,Running,S039,Active,Normal,0
EQ02953,Skid Steer Loader,S128,10.7,1.7,63,33.7,94,C4185,OP0585,12.764483,80.3422,Due Soon,94,Running,S128,Active,Normal,0
EQ02954,Excavator,S081,8.9,2.8,92,24.5,94,C6005,OP0860,13.083419,79.989058,Due Soon,92,Running,S081,Active,Normal,0
EQ02955,Backhoe Loader,S085,8.5,1.9,5,18.0,93,C9288,OP0897,13.110277,80.33681,Good,97,Running,S085,Active,Fuel Anomaly,1
EQ02956,Bulldozer,S128,5.7,0.5,63,25.4,99,C3790,OP0766,13.047605,80.131571,Good,81,Running,S128,Active,Normal,0
EQ02957,Backhoe Loader,S088,9.0,2.6,64,20.1,96,C5595,OP0846,13.330736,80.023777,Good,96,Running,S088,Active,Normal,0
EQ02958,Bulldozer,S072,10.4,1.3,69,17.0,96,C6736,OP0943,13.000512,80.15638,Good,74,Running,S072,Active,Normal,0
EQ02959,Excavator,S145,6.3,1.8,94,30.0,98,C7400,OP0414,13.322216,80.031568,Due Soon,75,Running,S145,Active,Normal,0
EQ02960,Dump Truck,S063,5.1,1.5,49,32.9,100,C8196,OP0051,12.779093,80.356897,Good,92,Running,S063,Active,Normal,0
EQ02961,Dump Truck,S018,10.9,0.9,72,32.0,82,C8325,OP0386,13.07248,80.375849,Good,75,Running,S018,Active,Normal,0
EQ02962,Dump Truck,S086,5.3,2.0,67,34.7,93,C6638,OP0195,12.914342,80.098641,Good,74,Running,S086,Active,Normal,0
EQ02963,Motor Grader,S052,7.2,1.4,85,23.9,91,C5492,OP0368,13.258322,80.373481,Good,92,Running,S052,Active,Normal,0
EQ02964,Bulldozer,S110,10.6,0.4,53,39.8,84,C4254,OP0618,13.129053,80.140331,Good,92,Running,S110,Active,Normal,0
EQ02965,Bulldozer,S123,9.7,0.2,59,22.0,83,C4424,OP0943,13.271139,80.014927,Good,97,Running,S123,Active,Normal,0
EQ02966,Backhoe Loader,S058,8.3,2.2,92,28.8,87,C8132,OP0241,13.044219,79.956388,Good,87,Running,S058,Active,Normal,0
EQ02967,Backhoe Loader,S036,5.8,2.4,84,23.7,81,C8215,OP0889,12.939297,80.053151,Good,73,Running,S036,Active,Normal,0
EQ02968,Excavator,S024,6.8,1.4,39,14.9,96,C7491,OP0632,13.038934,80.351444,Good,82,Running,S024,Active,Normal,0
EQ02969,Motor Grader,S054,10.4,1.4,35,25.3,98,C4718,OP0463,13.175268,79.951456,Good,74,Running,S054,Active,Normal,0
EQ02970,Skid Steer Loader,S022,7.2,1.0,63,19.9,91,C7302,OP1043,12.909035,80.050603,Good,70,Running,S022,Active,Normal,0
EQ02971,Dump Truck,S037,10.4,1.4,62,34.9,99,C1566,OP1190,12.895703,80.07749,Good,90,Running,S037,Active,Normal,0
EQ02972,Bulldozer,S051,6.0,1.7,77,18.2,84,C7940,OP0193,13.060113,80.282143,Due Soon,96,Running,S051,Active,Normal,0
EQ02973,Wheel Loader,S081,8.0,1.1,59,32.8,91,C4988,OP0705,12.900641,80.394072,Good,85,Running,S038,Active,Wrong Site,1
EQ02974,Skid Steer Loader,S040,8.2,2.4,55,27.1,94,C1364,OP0769,12.799067,80.082434,Good,65,Running,S040,Active,Normal,0
EQ02975,Dump Truck,S086,5.1,0.4,53,16.4,95,C4138,OP0448,13.031816,80.028593,Good,85,Running,S086,Active,Normal,0
EQ02976,Backhoe Loader,S052,7.4,1.3,84,34.7,92,C2429,OP0761,12.969058,80.380292,Good,91,Running,S052,Active,Normal,0
EQ02977,Motor Grader,S148,7.4,1.8,74,18.7,94,C1381,OP0875,12.746664,80.208914,Due Soon,94,Running,S148,Active,Normal,0
EQ02978,Skid Steer Loader,S009,7.7,3.0,46,25.9,93,C6191,OP0308,13.234541,80.236857,Good,75,Running,S009,Active,Normal,0
EQ02979,Dump Truck,S108,7.6,1.1,41,31.0,84,C1644,OP0875,13.244232,80.377822,Good,84,Running,S108,Active,Normal,0
EQ02980,Wheel Loader,S093,6.2,2.3,44,39.3,85,C3223,OP0010,12.844559,80.099118,Good,70,Running,S093,Active,Normal,0
EQ02981,Excavator,S125,9.6,1.4,80,38.4,96,C6555,OP0947,12.760247,80.207041,Good,86,Running,S125,Active,Normal,0
EQ02982,Wheel Loader,S140,6.0,1.7,93,34.1,91,C5284,OP1088,13.018866,80.167907,Good,91,Running,S140,Active,Normal,0
EQ02983,Excavator,S056,9.8,2.6,77,19.7,80,C4269,OP0508,13.013906,80.099942,Good,71,Running,S056,Active,Normal,0
EQ02984,Backhoe Loader,S052,7.6,0.8,56,38.4,98,C7287,OP0280,13.070512,80.119118,Good,74,Running,S052,Active,Normal,0
EQ02985,Bulldozer,S110,10.7,2.7,94,26.0,81,C8930,OP0972,13.008278,80.175159,Good,72,Running,S110,Active,Normal,0
EQ02986,Bulldozer,S063,7.5,0.5,46,27.2,92,C4382,OP0270,13.023102,80.257878,Good,71,Running,S063,Active,Normal,0
EQ02987,Backhoe Loader,S103,10.9,0.3,85,26.8,95,C4640,OP0165,13.113903,79.9571,Good,94,Running,S103,Active,Normal,0
EQ02988,Wheel Loader,S103,8.2,1.9,53,21.8,89,C8764,OP0420,13.244875,80.268384,Overdue,83,Running,S103,Active,Normal,0
EQ02989,Skid Steer Loader,S050,5.5,0.3,65,15.3,85,C1959,OP0458,13.047815,80.121792,Good,73,Running,S050,Active,Normal,0
EQ02990,Excavator,S032,6.9,1.2,95,29.6,89,C1227,OP0852,13.349508,80.266745,Good,79,Running,S032,Active,Normal,0
EQ02991,Skid Steer Loader,S063,5.6,2.3,76,16.9,98,C3199,OP0152,13.129295,80.226785,Good,86,Running,S063,Active,Normal,0
EQ02992,Backhoe Loader,S130,9.4,0.4,46,35.8,95,C2328,,13.048026,80.107348,Good,82,Running,S130,Active,Missing Operator,1
EQ02993,Bulldozer,S070,6.3,1.0,63,39.5,98,C8301,OP0198,13.141797,80.171912,Good,92,Running,S070,Active,Normal,0
EQ02994,Excavator,S129,6.3,2.5,95,37.3,100,C1748,OP0573,13.302194,80.177466,Good,98,Running,S129,Active,Normal,0
EQ02995,Motor Grader,S114,6.4,2.8,78,31.5,28,C1418,OP0481,13.33063,80.338322,Overdue,90,Maintenance,S114,Active,Maintenance Overdue,1
EQ02996,Skid Steer Loader,S125,6.4,1.6,85,30.6,89,C2023,OP0450,13.150321,80.148438,Good,89,Running,S125,Active,Normal,0
EQ02997,Backhoe Loader,S114,8.0,0.6,61,34.3,88,C4678,OP0574,13.001689,80.258381,Good,88,Running,S114,Active,Normal,0
EQ02998,Dump Truck,S085,8.8,0.5,52,15.9,85,C9615,OP0120,13.018551,80.38095,Good,94,Running,S085,Active,Normal,0
EQ02999,Dump Truck,S066,9.4,1.4,56,30.7,86,C9538,OP0553,13.039742,80.367287,Good,71,Running,S066,Active,Normal,0
EQ03000,Bulldozer,S139,5.2,0.8,55,37.7,80,C7047,OP0208,13.298916,80.108501,Good,72,Running,S139,Active,Normal,0
EQ03001,Dump Truck,S042,6.5,0.2,79,29.3,97,C2326,OP0309,12.897812,80.072951,Good,84,Running,S042,Active,Normal,0
EQ03002,Skid Steer Loader,S128,5.4,1.5,91,38.0,96,C2449,OP0065,13.262526,80.349548,Good,96,Running,S128,Active,Normal,0
EQ03003,Wheel Loader,S080,10.8,1.8,62,28.1,82,C1419,OP1200,13.040609,80.329415,Good,92,Running,S080,Active,Normal,0
EQ03004,Motor Grader,S066,10.5,0.9,48,27.0,87,C9573,OP0763,12.962345,80.146627,Good,65,Running,S066,Active,Normal,0
EQ03005,Backhoe Loader,S146,10.1,2.2,66,17.5,93,C5379,OP1120,13.017094,80.117944,Good,93,Running,S146,Active,Normal,0
EQ03006,Excavator,S046,0.5,22.0,59,33.2,87,C3194,OP0875,13.250022,79.996211,Good,5,Idle,S046,Active,High Idle,1
EQ03007,Dump Truck,S005,10.5,1.2,77,20.9,83,C3094,OP0148,13.090531,80.144517,Good,75,Running,S005,Active,Normal,0
EQ03008,Excavator,S071,9.8,2.9,67,21.4,86,C3310,OP0007,12.756435,80.142751,Good,78,Running,S071,Active,Normal,0
EQ03009,Dump Truck,S053,5.9,2.6,61,35.2,84,C1260,OP0127,13.334214,80.338859,Good,95,Running,S053,Active,Normal,0
EQ03010,Wheel Loader,S028,5.3,2.9,73,15.6,80,C4817,OP0312,12.934633,80.295585,Due Soon,71,Running,S028,Active,Normal,0
EQ03011,Bulldozer,S003,7.7,2.5,93,16.3,80,C4940,OP1120,12.71949,80.222215,Good,71,Running,S003,Active,Normal,0
EQ03012,Wheel Loader,S008,10.3,0.2,69,15.4,96,C9062,OP0194,13.295392,80.09907,Good,67,Running,S008,Active,Normal,0
EQ03013,Wheel Loader,S025,5.0,1.0,36,21.7,80,C8635,OP0348,13.26467,80.281864,Due Soon,88,Running,S025,Active,Normal,0
EQ03014,Motor Grader,S140,7.8,2.2,84,23.6,96,C3758,OP0493,12.91751,80.105379,Due Soon,79,Running,S140,Active,Normal,0
EQ03015,Bulldozer,S132,10.6,0.8,61,23.6,95,C3298,OP0466,13.230251,80.341045,Overdue,86,Running,S132,Active,Normal,0
EQ03016,Bulldozer,S077,10.6,2.1,75,37.1,80,C5486,OP1157,12.895538,80.185716,Due Soon,78,Running,S077,Active,Normal,0
EQ03017,Backhoe Loader,S017,7.5,3.0,52,16.4,86,C8060,OP0341,12.888696,80.23097,Good,83,Running,S017,Active,Normal,0
EQ03018,Excavator,S075,6.7,0.5,70,19.7,83,C6305,OP0505,12.822501,80.274368,Good,88,Running,S075,Active,Normal,0
EQ03019,Wheel Loader,S023,10.3,0.3,84,16.3,92,C1834,OP0332,13.127928,80.036232,Overdue,84,Running,S023,Active,Normal,0
EQ03020,Bulldozer,S145,6.3,2.4,87,21.1,91,C3344,OP0055,12.737475,80.352341,Good,70,Running,S145,Active,Normal,0
EQ03021,Backhoe Loader,S015,8.1,0.7,85,15.7,96,C1744,OP1015,12.722387,80.002887,Good,80,Running,S015,Active,Normal,0
EQ03022,Wheel Loader,S015,9.9,1.3,70,28.0,81,C1532,OP0382,13.135068,80.195869,Good,82,Running,S015,Active,Normal,0
EQ03023,Dump Truck,S130,8.3,2.3,58,16.0,100,C8590,OP0472,12.95717,80.3353,Due Soon,80,Running,S130,Active,Normal,0
EQ03024,Motor Grader,S068,9.2,1.0,54,24.3,85,C1672,OP0881,13.129729,80.256786,Good,84,Running,S068,Active,Normal,0
EQ03025,Dump Truck,S087,6.6,0.2,86,28.6,85,C1354,OP0348,13.265452,80.35278,Good,69,Running,S087,Active,Normal,0
EQ03026,Motor Grader,S130,6.9,1.4,50,30.2,96,C7132,OP1041,13.194256,80.232917,Good,93,Running,S130,Active,Normal,0
EQ03027,Excavator,S031,6.0,2.5,76,34.3,92,C5090,OP0547,12.878555,79.966935,Due Soon,71,Running,S031,Active,Normal,0
EQ03028,Backhoe Loader,S046,9.4,1.1,41,27.4,82,C1614,OP0475,12.953898,80.243512,Good,70,Running,S046,Active,Normal,0
EQ03029,Backhoe Loader,S134,10.4,1.8,81,32.4,100,C5657,,13.076825,80.166996,Good,88,Running,S134,Active,Missing Operator,1
EQ03030,Wheel Loader,S047,5.5,2.8,35,26.7,80,C7080,OP0136,12.93144,79.960032,Good,93,Running,S047,Active,Normal,0
EQ03031,Backhoe Loader,S090,6.5,1.5,81,14.2,81,C2826,OP0439,13.29051,80.097474,Good,69,Running,S090,Active,Normal,0
EQ03032,Skid Steer Loader,S090,10.9,0.0,47,12.9,89,C2855,OP0563,12.874798,80.274084,Good,77,Running,S090,Active,Normal,0
EQ03033,Skid Steer Loader,S126,9.2,2.0,83,24.8,98,C2477,OP0457,12.837481,80.381955,Due Soon,90,Running,S126,Active,Normal,0
EQ03034,Skid Steer Loader,S076,9.4,2.4,49,34.7,95,C7138,OP0890,12.905168,80.134065,Overdue,82,Running,S076,Active,Normal,0
EQ03035,Dump Truck,S029,6.5,1.8,75,15.5,95,C6990,OP0679,13.283223,80.362698,Due Soon,95,Running,S029,Active,Normal,0
EQ03036,Dump Truck,S148,7.9,1.5,59,16.8,87,C2981,OP0724,13.329419,80.222804,Good,87,Running,S148,Active,Normal,0
EQ03037,Backhoe Loader,S035,6.1,2.2,50,21.0,95,C5457,OP1026,13.317121,80.081706,Good,95,Running,S035,Active,Normal,0
EQ03038,Dump Truck,S099,8.3,0.3,61,35.3,85,C4897,OP0131,12.939993,80.046961,Good,68,Running,S099,Active,Normal,0
EQ03039,Backhoe Loader,S084,5.3,2.2,37,15.4,92,C6699,OP0380,13.210176,80.057,Good,73,Running,S084,Active,Normal,0
EQ03040,Motor Grader,S067,9.1,2.7,5,18.0,90,C2483,OP0155,13.123971,80.038987,Good,67,Running,S067,Active,Fuel Anomaly,1
EQ03041,Bulldozer,S091,10.1,1.6,42,18.5,89,C8234,OP0459,13.145247,80.258339,Good,66,Running,S091,Active,Normal,0
EQ03042,Backhoe Loader,S128,6.5,2.2,54,35.5,98,C3516,OP0255,13.315131,80.195245,Due Soon,81,Running,S128,Active,Normal,0
EQ03043,Backhoe Loader,S022,10.1,1.6,90,35.2,86,C3107,OP0781,12.930266,80.150245,Good,80,Running,S022,Active,Normal,0
EQ03044,Wheel Loader,S068,5.1,0.8,47,14.5,93,C9159,OP0142,13.25301,80.203867,Due Soon,73,Running,S068,Active,Normal,0
EQ03045,Excavator,S102,9.0,0.5,56,23.1,95,C8037,OP0550,13.136817,80.320635,Overdue,70,Running,S102,Active,Normal,0
EQ03046,Dump Truck,S057,10.7,1.7,86,18.0,85,C5289,OP0699,13.029285,79.957541,Good,74,Running,S057,Active,Normal,0
EQ03047,Bulldozer,S009,8.3,1.1,79,27.9,91,C6702,OP0543,13.193478,80.10844,Due Soon,92,Running,S009,Active,Normal,0
EQ03048,Dump Truck,S112,7.7,0.9,45,38.5,85,C4320,OP0147,12.717828,80.280104,Good,89,Running,S112,Active,Normal,0
EQ03049,Bulldozer,S086,6.2,1.8,75,27.0,87,C2725,OP0839,12.783871,79.987198,Good,78,Running,S086,Active,Normal,0
EQ03050,Skid Steer Loader,S104,10.2,0.7,42,19.7,93,C9840,OP0233,12.953465,80.380834,Good,65,Running,S104,Active,Normal,0
EQ03051,Skid Steer Loader,S099,5.6,1.4,46,24.7,85,C2570,OP0809,12.912508,80.357739,Good,72,Running,S099,Active,Normal,0
EQ03052,Bulldozer,S141,5.6,2.0,40,14.8,28,C7457,OP0795,13.049572,80.234953,Overdue,77,Maintenance,S141,Active,Maintenance Overdue,1
EQ03053,Skid Steer Loader,S103,8.5,1.4,39,15.6,89,C1700,OP0985,12.964873,80.218141,Good,81,Running,S103,Active,Normal,0
EQ03054,Wheel Loader,S014,7.2,1.0,66,36.3,84,C8443,OP0521,12.808511,80.231543,Due Soon,96,Running,S014,Active,Normal,0
EQ03055,Backhoe Loader,S005,8.0,1.0,38,17.9,93,C3697,OP0943,13.086876,80.023188,Good,87,Running,S005,Active,Normal,0
EQ03056,Motor Grader,S016,10.4,1.0,87,39.3,84,C4139,OP0132,13.070743,80.278223,Due Soon,67,Running,S016,Active,Normal,0
EQ03057,Dump Truck,S027,7.4,2.8,35,31.2,96,C2059,OP0602,12.98419,80.382211,Good,84,Running,S027,Active,Normal,0
EQ03058,Backhoe Loader,S077,8.8,2.9,49,29.0,87,C2284,OP0856,13.268731,80.255787,Good,93,Running,S077,Active,Normal,0
EQ03059,Backhoe Loader,S062,8.9,0.1,44,21.2,96,C4196,OP0124,12.827967,80.354673,Good,89,Running,S062,Active,Normal,0
EQ03060,Wheel Loader,S093,9.1,0.7,76,23.9,92,C4198,OP0165,13.250454,80.243465,Good,91,Running,S093,Expired,Contract Expired,1
EQ03061,Excavator,S008,7.6,0.9,91,13.3,82,C7687,OP0303,12.797447,80.169412,Due Soon,87,Running,S008,Active,Normal,0
EQ03062,Backhoe Loader,S081,9.7,0.2,65,27.1,93,C8158,OP0796,12.915372,80.336979,Overdue,86,Running,S081,Active,Normal,0
EQ03063,Dump Truck,S106,5.2,0.3,79,30.7,81,C8887,OP0558,12.83602,80.283209,Good,91,Running,S106,Active,Normal,0
EQ03064,Excavator,S097,10.1,1.3,75,36.0,86,C3914,OP0114,12.846304,80.18536,Due Soon,95,Running,S097,Active,Normal,0
EQ03065,Bulldozer,S024,6.9,0.6,81,24.2,99,C6075,OP0597,12.774241,80.187742,Good,98,Running,S024,Active,Normal,0
EQ03066,Backhoe Loader,S015,7.6,1.0,73,38.5,80,C8380,OP0770,13.269083,80.398072,Overdue,70,Running,S015,Active,Normal,0
EQ03067,Wheel Loader,S032,8.5,2.7,40,26.1,86,C8905,OP0599,12.788773,80.251561,Good,91,Running,S032,Active,Normal,0
EQ03068,Backhoe Loader,S004,9.3,1.7,70,29.1,99,C1915,OP0842,13.146432,80.382997,Good,92,Running,S004,Active,Normal,0
EQ03069,Bulldozer,S092,6.3,2.0,91,23.0,86,C6548,OP0393,12.873474,80.395674,Good,73,Running,S092,Active,Normal,0
EQ03070,Excavator,S064,8.6,1.7,65,165.0,88,C4791,OP0934,12.829306,80.142952,Due Soon,98,Running,S064,Active,Distance Spike,1
EQ03071,Excavator,S139,6.3,0.4,46,32.9,83,C5273,OP0136,13.252521,80.027303,Due Soon,67,Running,S139,Active,Normal,0
EQ03072,Skid Steer Loader,S016,8.1,0.9,76,28.5,87,C6479,OP1091,12.702592,80.006386,Good,92,Running,S016,Active,Normal,0
EQ03073,Motor Grader,S006,8.1,1.1,57,34.5,82,C5733,OP0465,13.037866,79.977245,Good,85,Running,S006,Active,Normal,0
EQ03074,Skid Steer Loader,S037,5.9,2.0,92,32.0,87,C6204,OP1064,12.774708,80.216284,Good,74,Running,S037,Active,Normal,0
EQ03075,Skid Steer Loader,S039,10.5,0.6,63,16.1,90,C7315,OP0311,13.179877,80.022005,Due Soon,80,Running,S039,Active,Normal,0
EQ03076,Backhoe Loader,S126,7.7,1.5,37,165.0,83,C3650,OP0373,13.294551,80.073241,Good,98,Running,S126,Active,Distance Spike,1
EQ03077,Dump Truck,S142,8.9,1.5,72,27.5,89,C5710,OP0925,13.262771,80.130933,Good,89,Running,S142,Active,Normal,0
EQ03078,Wheel Loader,S028,7.2,1.0,95,15.2,90,C7380,OP0759,12.859447,80.333999,Good,68,Running,S028,Active,Normal,0
EQ03079,Excavator,S149,8.2,1.8,70,37.5,96,C2302,OP0997,13.151584,80.208261,Good,70,Running,S149,Active,Normal,0
EQ03080,Dump Truck,S116,9.4,0.6,57,34.6,87,C4075,OP0287,12.877954,80.227693,Due Soon,67,Running,S116,Active,Normal,0
EQ03081,Bulldozer,S053,8.0,0.5,86,18.6,81,C2935,OP0928,12.846845,80.371885,Good,73,Running,S053,Active,Normal,0
EQ03082,Wheel Loader,S043,9.1,1.1,82,16.9,84,C7801,OP0643,13.214596,80.090338,Good,77,Running,S043,Active,Normal,0
EQ03083,Excavator,S110,7.6,2.7,87,15.1,84,C5593,OP0824,12.792288,79.974069,Overdue,83,Running,S110,Active,Normal,0
EQ03084,Dump Truck,S096,8.0,1.2,49,27.9,80,C4916,OP1126,13.296877,80.18807,Good,89,Running,S096,Active,Normal,0
EQ03085,Excavator,S047,7.5,0.2,49,30.4,92,C3458,OP0590,13.101138,80.027151,Good,95,Running,S047,Active,Normal,0
EQ03086,Skid Steer Loader,S132,6.1,2.2,39,22.6,80,C1282,OP0702,12.995287,79.991613,Good,82,Running,S132,Active,Normal,0
EQ03087,Skid Steer Loader,S095,8.7,2.1,54,24.6,89,C6236,OP0252,13.235938,80.226603,Good,78,Running,S095,Active,Normal,0
EQ03088,Motor Grader,S067,5.5,1.9,87,25.2,88,C3220,OP0955,12.927397,80.109628,Due Soon,78,Running,S067,Active,Normal,0
